products-link-href,products-name,products-price,products-rating
https://www.daraz.com.bd/products/new-stylish-printed-semi-long-panjabi-i142988921-s1067098348.html?search=1,New Stylish Printed semi long panjabi,280,5
https://www.daraz.com.bd/products/export-qualiety-jeans-for-men-i147910889-s1073724835.html?search=1,Export Qualiety Jeans for men,190,3.8
https://www.daraz.com.bd/products/sneakers-casual-lace-up-rubber-soul-low-cut-shoes-with-zara-print-i144154329-s1075664759.html?search=1,Sneakers casual lace up rubber soul low cut shoes with zara print,466,3.7
https://www.daraz.com.bd/products/gucci-leather-wallet-for-men-i150784710-s1077592124.html?search=1,GUCCI Leather Wallet For Men,330,0
https://www.daraz.com.bd/products/new-denim-jeans-pant-for-men-i139790409-s1062984633.html?search=1,New Denim Jeans Pant For Men,220,3.8
https://www.daraz.com.bd/products/new-collection-of-denim-jeans-for-mens-i137016547-s1059340839.html?search=1,NEW COLLECTION OF DENIM JEANS FOR MEN'S,299,3
https://www.daraz.com.bd/products/nothing-is-impossible-mens-half-sleeve-t-shirt-i150724130-s1077428288.html?search=1,Nothing Is Impossible ( Men's Half Sleeve T shirt),199,5
https://www.daraz.com.bd/products/stylish-denim-cotton-cap-for-men-i145334352-s1070626300.html?search=1,Stylish Denim Cotton Cap for Men,120,0
https://www.daraz.com.bd/products/new-fashionable-cotton-long-sleeve-formal-shirt-for-men-i148734437-s1074858847.html?search=1,New Fashionable Cotton Long Sleeve Formal Shirt For Men,240,0
https://www.daraz.com.bd/products/new-denim-jeans-pant-for-men-i139794084-s1062986357.html?search=1,New Denim Jeans Pant For Men,220,3.9
https://www.daraz.com.bd/products/fashionable-dhuti-pajama-for-man-woman-maroon-i145556841-s1070928566.html?search=1,Fashionable Dhuti Pajama For Man & Woman - Maroon,400,0
https://www.daraz.com.bd/products/new-fashion-denim-jeans-for-men-i139818435-s1063040280.html?search=1,New Fashion Denim Jeans for men,219,5
https://www.daraz.com.bd/products/jeep-artificial-leather-long-wallet-i152122965-s1079642779.html?search=1,Jeep Artificial leather long wallet,280,0
https://www.daraz.com.bd/products/stylish-twill-gabardine-pant-for-men-i148092748-s1073966514.html?search=1,Stylish Twill Gabardine Pant For Men,190,3.7
https://www.daraz.com.bd/products/wallet-for-men-artificial-leather-chocolate-i150190103-s1076632211.html?search=1,Wallet for Men (Artificial Leather-Chocolate),150,0
https://www.daraz.com.bd/products/circuit-heart-white-cotton-short-sleeve-t-shirt-i150780883-s1077598343.html?search=1,Circuit Heart White Cotton Short Sleeve T-Shirt,249,0
https://www.daraz.com.bd/products/multicolor-cotton-fashionable-check-slim-fit-shirt-for-men-i150132622-s1076554916.html?search=1,Multicolor Cotton Fashionable Check Slim fit Shirt For Men,399,0
https://www.daraz.com.bd/products/most-stylish-eva-slipper-for-men-chocolate-i138568888-s1061440353.html?search=1,Most Stylish Eva Slipper for men (Chocolate),169,5
https://www.daraz.com.bd/products/stylish-and-fashionable-silk-panjabi-for-men-i144908527-s1069862695.html?search=1,Stylish and Fashionable Silk Panjabi for Men,350,2
https://www.daraz.com.bd/products/original-china-yellow-sneakers-for-men-i144284100-s1068890612.html?search=1,Original China Yellow Sneakers for Men,1270,5
https://www.daraz.com.bd/products/stylish-and-gorgeous-vintage-full-zipper-wallet-and-extra-card-holder-for-mens-i150436600-s1077000981.html?search=1,Stylish and Gorgeous Vintage Full Zipper Wallet And Extra Card Holder For Men's,659,0
https://www.daraz.com.bd/products/new-cotton-long-sleeve-formal-shirt-for-men-i148674166-s1074758509.html?search=1,NEW Cotton Long Sleeve Formal Shirt for Men,444,1
https://www.daraz.com.bd/products/blue-denim-long-sleeve-stylish-casual-shirt-for-men-i148670088-s1074748530.html?search=1,Blue Denim Long Sleeve Stylish Casual Shirt for Men,350,0
https://www.daraz.com.bd/products/white-cotton-full-sleeve-casual-t-shirt-for-men-i150672898-s1077366803.html?search=1,White Cotton Full Sleeve Casual T-Shirt For Men,320,0
https://www.daraz.com.bd/products/cotton-high-quality-and-stylish-panjabi-for-men-i136868833-s1059106136.html?search=1,Cotton High Quality and Stylish Panjabi for Men,290,5
https://www.daraz.com.bd/products/new-casual-twill-gabardine-pant-for-men-i147582847-s1073318143.html?search=1,New Casual Twill Gabardine Pant For Men,190,0
https://www.daraz.com.bd/products/silver-cotton-fabrics-sneaker-shoes-slip-ons-loafers-for-men-i144922995-s1069902513.html?search=1,Silver Cotton Fabrics Sneaker Shoes Slip-Ons & Loafers for Men,360,4.9
https://www.daraz.com.bd/products/new-styel-caotton-long-sleeve-shirt-for-solid-shirt-for-men-maroon-i151610741-s1078832706.html?search=1,NEW STYEL Caotton Long sleeve shirt for Solid Shirt For Men Maroon,250,4
https://www.daraz.com.bd/products/combo-pack-of-4-classic-fit-performance-polo-t-shirt-for-man-i135868247-s1057932229.html?search=1,Combo Pack of 4 Classic Fit Performance Polo T-Shirt For Man,799,5
https://www.daraz.com.bd/products/sneakers-man-new-design-fabrics-shoes-with-high-lace-up-design-and-rubber-material-soul-i151022418-s1077956309.html?search=1,Sneakers man new design fabrics shoes with high lace up design and rubber material soul,380,5
https://www.daraz.com.bd/products/fashionable-three-quarter-cotton-pant-for-men-i145328425-s1070606853.html?search=1,Fashionable Three Quarter Cotton Pant for Men,170,4
https://www.daraz.com.bd/products/stylish-twill-gabardine-pant-for-men-i145150182-s1070298789.html?search=1,Stylish Twill Gabardine Pant For Men,190,0
https://www.daraz.com.bd/products/casual-sneakers-low-medium-cut-version-with-lace-up-shoes-casual-walker-version-with-rubber-soul-i143854550-s1068336246.html?search=1,Casual sneakers low medium cut version with lace up shoes casual walker version with rubber soul,444,0
https://www.daraz.com.bd/products/stylish-twill-gabardine-pant-for-men-i148762779-s1074924158.html?search=1,Stylish Twill Gabardine Pant For Men,190,3.7
https://www.daraz.com.bd/products/black-artificial-leather-belt-for-men-66444-i145098284-s1070176630.html?search=1,Black artificial leather belt for men: 66444,70,0
https://www.daraz.com.bd/products/new-stylish-denim-jeans-pant-for-men-i144812262-s1069726513.html?search=1,New Stylish Denim Jeans Pant For Men,209,4.3
https://www.daraz.com.bd/products/cotton-panjabi-for-man-black-i140464490-s1063904552.html?search=1,Cotton Panjabi for Man - Black,400,0
https://www.daraz.com.bd/products/man-stylish-sneakers-i142130203-s1065968430.html?search=1,Man Stylish Sneakers,1299,0
https://www.daraz.com.bd/products/pandemic-2020-full-sleeve-t-shirt-white-full-hand-t-shirt-for-man-i150846004-s1077674399.html?search=1,Pandemic 2020  Full Sleeve T-Shirt White Full hand t-shirt for man,119,5
https://www.daraz.com.bd/products/new-export-quality-stretch-jeans-pant-for-men-i143802637-s1068238764.html?search=1,NEW EXPORT QUALITY STRETCH JEANS PANT FOR MEN,270,4.5
https://www.daraz.com.bd/products/sneakers-man-new-design-fabrics-shoes-with-high-lace-up-design-and-rubber-material-soul-i150900157-s1077758324.html?search=1,Sneakers man new design fabrics shoes with high lace up design and rubber material soul,380,2.5
https://www.daraz.com.bd/products/durga-puja-special-print-t-shirt-i150706359-s1077398695.html?search=1,Durga Puja Special print T-shirt,180,0
https://www.daraz.com.bd/products/export-polo-shirt-for-men-i131522900-s1051764075.html?search=1,Export polo shirt for men,330,4.6
https://www.daraz.com.bd/products/cotton-high-quality-and-stylish-panjabi-for-men-i132968427-s1054314366.html?search=1,Cotton High Quality and Stylish  Panjabi for Men,285,5
https://www.daraz.com.bd/products/daraz-polo-t-shirt-i138392428-s1061220032.html?search=1,Daraz Polo T-shirt,249,4.7
https://www.daraz.com.bd/products/new-stylish-denim-jeans-pant-for-men-i144390701-s1069058255.html?search=1,New Stylish Denim Jeans Pant For Men,348,1
https://www.daraz.com.bd/products/new-casual-twill-gabardine-pant-for-men-i140230956-s1063634710.html?search=1,New Casual Twill Gabardine Pant For Men,219,3.3
https://www.daraz.com.bd/products/long-sleeve-casual-shirt-for-men-i148666303-s1074746503.html?search=1,Long sleeve Casual shirt for men,389,0
https://www.daraz.com.bd/products/jpn-stylish-short-sleeve-cotton-polo-t-shirt-i132826284-s1054044801.html?search=1,JPN Stylish Short Sleeve Cotton Polo T Shirt,310,5
https://www.daraz.com.bd/products/high-quality-pu-men-wallets-business-leisure-3-folds-hasp-zipper-credit-card-holder-wallet-purse-for-male-i152200862-s1079724846.html?search=1,High Quality PU Men Wallets Business Leisure 3 Folds Hasp Zipper Credit Card Holder Wallet purse for male,599,0
https://www.daraz.com.bd/products/navy-blue-sleeve-casual-shirt-for-men-i148700748-s1074808219.html?search=1,Navy Blue Sleeve Casual Shirt for Men,299,5
https://www.daraz.com.bd/products/2020-photographer-style-casual-homme-cool-t-shirts-summer-poly-cotton-tops-tees-print-t-shirt-men-loose-t-shirt-homme-fashion-tshirts-i150814252-s1077640234.html?search=1,2020 Photographer Style casual homme cool T-Shirts Summer Poly Cotton Tops Tees Print T Shirt Men Loose T-Shirt Homme Fashion Tshirts,99,5
https://www.daraz.com.bd/products/cotton-polo-t-shirt-for-men-i132824536-s1054046998.html?search=1,Cotton Polo t-Shirt For Men,199,3.2
https://www.daraz.com.bd/products/ugly-fish-cap-winter-hat-and-neck-warmer-for-men-knit-hat-skulliesbeanies-i147998136-s1073838397.html?search=1,UGLY FISH Cap Winter Hat And Neck Warmer For Men Knit Hat SkulliesBeanies,250,0
https://www.daraz.com.bd/products/women-mens-basic-plain-baseball-caps-adjustable-curved-cap-black-red-blue-brown-gray-white-beige-i142430320-s1066366385.html?search=1,"Women Men's Basic Plain Baseball Caps Adjustable Curved Cap black ,red ,blue ,brown, gray ,white, beige",99,0
https://www.daraz.com.bd/products/cross-body-bag-pack-black-brown-leather-1pes-i149624613-s1075970805.html?search=1,Cross Body Bag Pack [ Black / Brown ] -Leather  1pes,365,0
https://www.daraz.com.bd/products/2020-new-style-trendy-cotton-oxford-long-sleeve-formal-shirt-for-men-i148728201-s1074838388.html?search=1,2020 New Style Trendy Cotton Oxford Long Sleeve Formal Shirt For Men,240,5
https://www.daraz.com.bd/products/zara-floral-cotton-polo-t-shirt-for-men-zara-i144918351-s1069896280.html?search=1,"""ZARA"" Floral Cotton Polo T-Shirt for Men (ZARA)",445,4
https://www.daraz.com.bd/products/stylish-exclusive-semi-long-panjaby-i132322018-s1053254143.html?search=1,Stylish exclusive semi long panjaby,279,5
https://www.daraz.com.bd/products/new-style-trendy-cotton-oxford-long-sleeve-formal-shirt-for-men-i148834630-s1075030070.html?search=1,New Style Trendy Cotton Oxford Long Sleeve Formal Shirt For Men,265,5
https://www.daraz.com.bd/products/new-and-stylish-and-exclusive-cotton-semi-long-panjabi-for-men-i140564704-s1064032531.html?search=1,New and Stylish and Exclusive Cotton Semi Long Panjabi for Men,300,5
https://www.daraz.com.bd/products/long-sleeve-casual-shirt-for-men-i148710631-s1074820323.html?search=1,Long Sleeve Casual Shirt for Men,395,5
https://www.daraz.com.bd/products/exclusive-denim-jeans-pant-for-men-i137238722-s1059770934.html?search=1,Exclusive Denim Jeans Pant For Men,295,3
https://www.daraz.com.bd/products/black-cotton-free-fire-dj-cap-for-men-i142410469-s1066336673.html?search=1,Black Cotton Free Fire DJ Cap for Men,130,4
https://www.daraz.com.bd/products/smart-stylish-denim-jeans-pant-for-men-i147614725-s1073336871.html?search=1,Smart & Stylish Denim Jeans Pant For Men,240,3.8
https://www.daraz.com.bd/products/black-chocolate-colour-belt-combo-offer-65434-i151024652-s1077954992.html?search=1,Black & Chocolate colour belt combo offer: 65434,160,0
https://www.daraz.com.bd/products/cross-body-fashion-backpack-i152422638-s1080132456.html?search=1,Cross Body Fashion  backpack,430,0
https://www.daraz.com.bd/products/smart-stylish-denim-jeans-pant-for-men-i140248687-s1063650749.html?search=1,Smart & Stylish Denim Jeans Pant For Men,220,3.9
https://www.daraz.com.bd/products/usa-polo-t-shirt-yellow-i137932667-s1060736991.html?search=1,USA polo T-shirt Yellow,192,4.6
https://www.daraz.com.bd/products/step-fashion-eva-gambol-slipper-sandal-for-men-i139150302-s1062250287.html?search=1,STEP FASHION Eva Gambol Slipper Sandal for Men,499,4
https://www.daraz.com.bd/products/dip-chocolate-artificial-leather-belt-for-men-i147784951-s1073562439.html?search=1,Dip chocolate Artificial leather belt for men,65,0
https://www.daraz.com.bd/products/black-brown-artificial-leather-belt-combo-offer-5333-i144142806-s1068684911.html?search=1,Black & Brown artificial leather belt combo offer: 5333,160,1
https://www.daraz.com.bd/products/kavis-leather-wallet-for-men-i151778382-s1079098018.html?search=1,KAVIS Leather Wallet For Men,1500,0
https://www.daraz.com.bd/products/high-quality-mens-black-belt-genuine-leather-male-genuine-strap-pin-buckle-casual-clothes-gift-solid-adult-i147406862-s1073116963.html?search=1,High Quality Men's Black Belt Genuine Leather Male Genuine Strap Pin Buckle Casual Clothes Gift Solid Adult,119,5
https://www.daraz.com.bd/products/milk-cotton-t-shirt-for-men-i150774334-s1077574082.html?search=1,Milk cotton T shirt for men,166,5
https://www.daraz.com.bd/products/new-cotton-causal-smarts-shirt-for-mans-i149116531-s1075376787.html?search=1,New Cotton Causal Smarts Shirt for Man's,450,0
https://www.daraz.com.bd/products/black-printed-panjabi-by-swapons-world-sw16002p-i135180321-s1057116943.html?search=1,Black Printed Panjabi By Swapon's World- SW16002P,890,5
https://www.daraz.com.bd/products/trouser-fabric-soft-and-comfortable-i148834290-s1075014669.html?search=1,Trouser - Fabric soft and comfortable,499,5
https://www.daraz.com.bd/products/purple-casual-panjabi-for-men-i133102242-s1054588775.html?search=1,Purple Casual Panjabi For Men,399,5
https://www.daraz.com.bd/products/mens-printed-full-sleeve-casual-shirts-i149184028-s1075480047.html?search=1,Mens Printed Full Sleeve Casual Shirts.,1035,0
https://www.daraz.com.bd/products/slides-slipper-for-baby-summer-slippers-shoes-pubg-graffiti-open-toe-low-platform-flip-flops-outdoor-flat-beach-slides-sandal-redblack-i148716681-s1074832100.html?search=1,Slides Slipper for BABY Summer Slippers Shoes PUBG Graffiti Open Toe Low Platform Flip Flops Outdoor Flat Beach Slides Sandal ( RED/BLACK ),299,0
https://www.daraz.com.bd/products/stylish-twill-gabardine-pant-for-men-i145148341-s1070300662.html?search=1,Stylish Twill Gabardine Pant For Men,190,3.7
https://www.daraz.com.bd/products/slides-summer-slippers-shoes-pubg-graffiti-open-toe-low-platform-flip-flops-outdoor-flat-beach-slides-sandals-i146332586-s1074734638.html?search=1,Slides Summer Slippers Shoes PUBG Graffiti Open Toe Low Platform Flip Flops Outdoor Flat Beach Slides Sandals,289,5
https://www.daraz.com.bd/products/new-stylish-regular-slim-fit-blank-cotton-long-sleeve-formal-shirt-for-men-i150132770-s1076564443.html?search=1,New Stylish Regular Slim Fit Blank Cotton Long Sleeve Formal Shirt For Men,444,0
https://www.daraz.com.bd/products/m-i-stylish-cute-wetless-backpackmini-backpack-for-boys-small-backpack-for-unisex-travel-casual-mini-10l-mens-backpack-for-teenager-backpacks-male-fashion-schoolbag-bagpack-men-travel-bags-backpack-i149710748-s1076072241.html?search=1,M I Stylish cute wetless backpack/Mini backpack for boys/ Small backpack for unisex /Travel Casual Mini 10L Men's Backpack for Teenager Backpacks Male Fashion Schoolbag Bagpack Men Travel Bags Backpack,380,0
https://www.daraz.com.bd/products/menz-2020-summer-new-white-casual-full-sleeve-t-shirt-i151846303-s1079194869.html?search=1,Menz 2020 summer new white casual Full Sleeve t shirt,114,0
https://www.daraz.com.bd/products/soft-silk-saree-and-cotton-high-quality-panjabi-combo-for-couple-i132780315-s1053978365.html?search=1,Soft Silk Saree and Cotton High Quality  Panjabi  Combo for Couple,629,5
https://www.daraz.com.bd/products/black-cotton-full-sleeve-casual-t-shirt-for-men-i150672895-s1077372485.html?search=1,Black Cotton Full Sleeve Casual T-Shirt For Men,350,0
https://www.daraz.com.bd/products/weightless-slides-for-men-i143240912-s1067412686.html?search=1,weightless slides for men,1000,5
https://www.daraz.com.bd/products/2020-new-style-trendy-cotton-oxford-long-sleeve-formal-shirt-for-men-i148716940-s1074842405.html?search=1,2020 New Style Trendy Cotton Oxford Long Sleeve Formal Shirt For Men,240,4.4
https://www.daraz.com.bd/products/semi-long-silk-panjaby-for-men-i132310962-s1053244763.html?search=1,Semi Long Silk panjaby  for Men,310,5
https://www.daraz.com.bd/products/light-ash-cotton-polo-for-men-i152260140-s1079782349.html?search=1,Light Ash Cotton Polo for Men,399,0
https://www.daraz.com.bd/products/high-qulaity-blue-color-stylist-sneakers-shoes-for-men-i143586504-s1067926936.html?search=1,High Qulaity Blue color stylist sneakers shoes for men,698,4.3
https://www.daraz.com.bd/products/fashionable-denim-jeans-pant-for-men-i144842712-s1069770549.html?search=1,Fashionable Denim Jeans Pant For Men,199,4.2
https://www.daraz.com.bd/products/stylish-short-sleeve-polo-for-men-i145096674-s1070192438.html?search=1,Stylish Short Sleeve Polo for Men,150,2.3
https://www.daraz.com.bd/products/black-leather-belt-for-men-mixed-i150770988-s1077564509.html?search=1,Black leather belt for men (mixed),171,5
https://www.daraz.com.bd/products/jeep-black-long-wallet-for-men-i152136760-s1079664209.html?search=1,Jeep Black Long Wallet for men,280,0
https://www.daraz.com.bd/products/combo-pack-4ps-casual-slim-fit-usa-polo-t-shirt-for-mens-i153680807-s1082356727.html?search=1,combo pack (4ps) Casual Slim Fit usa Polo T-Shirt For Men's,849,0
https://www.daraz.com.bd/products/cotton-polo-t-shirt-for-men-i146764633-s1072388150.html?search=1,Cotton Polo t-Shirt For Men,150,3
https://www.daraz.com.bd/products/formal-tie-for-men-i143906582-s1068390055.html?search=1,Formal Tie for Men,167,5
https://www.daraz.com.bd/products/new-stylish-good-looking-long-sleeve-formal-shirts-for-men-i149030682-s1075284096.html?search=1,New Stylish Good Looking Long Sleeve Formal Shirts For Men,240,0
https://www.daraz.com.bd/products/new-stylish-denim-jeans-pant-for-men-black-i144376633-s1069024830.html?search=1,New Stylish Denim Jeans Pant For Men (Black),219,4.1
https://www.daraz.com.bd/products/black-slimfit-polyster-tie-for-men-i143590862-s1067940763.html?search=1,Black Slimfit Polyster Tie for Men,70,0
https://www.daraz.com.bd/products/half-sleeve-mens-polo-t-shirt-code-1024-i152880725-s1081042218.html?search=1,Half Sleeve Men's Polo T-Shirt Code 1024,219,0
https://www.daraz.com.bd/products/slim-fit-cotton-joggers-pants-for-men-i145034395-s1070060735.html?search=1,Slim Fit Cotton Joggers Pants for Men,400,0
https://www.daraz.com.bd/products/new-casual-twill-gabardine-pant-for-men-i147582927-s1073314453.html?search=1,New Casual Twill Gabardine Pant For Men,190,3
https://www.daraz.com.bd/products/new-cotton-long-sleeve-formal-shirt-for-men-i148688240-s1074776979.html?search=1,NEW Cotton Long Sleeve Formal Shirt for Men,444,0
https://www.daraz.com.bd/products/stylish-slim-fit-chinos-in-stretch-twill-gabardine-pant-for-men-i141860462-s1065612335.html?search=1,Stylish Slim-Fit Chinos In Stretch Twill Gabardine Pant For Men,190,4.2
https://www.daraz.com.bd/products/apex-leather-black-belt-for-men-i141738423-s1065490206.html?search=1,Apex Leather Black Belt For Men,161,5
https://www.daraz.com.bd/products/new-stylish-twill-gebardine-pant-for-men-i144384432-s1069036535.html?search=1,New Stylish twill Gebardine Pant For Men,190,1
https://www.daraz.com.bd/products/solid-color-panjabi-by-swapons-world-sw432p-i132564500-s1053664300.html?search=1,Solid Color Panjabi By Swapon's World- SW432P,599,3.7
https://www.daraz.com.bd/products/twill-gabardine-pant-for-men-i143598681-s1067952282.html?search=1,Twill Gabardine Pant For Men,275,1
https://www.daraz.com.bd/products/cotton-polo-t-shirt-for-men-i146502951-s1072064270.html?search=1,Cotton Polo t-Shirt For Men,150,1
https://www.daraz.com.bd/products/export-quality-jeans-pants-for-men-i135700918-s1057766052.html?search=1,Export Quality Jeans Pants For Men,240,5
https://www.daraz.com.bd/products/man-stylish-sneakers-i142116703-s1065968078.html?search=1,Man Stylish Sneakers,1273,5
https://www.daraz.com.bd/products/exclusive-denim-jeans-pant-for-men-i137242974-s1059772887.html?search=1,Exclusive Denim Jeans Pant For Men,350,3.6
https://www.daraz.com.bd/products/stylish-semi-long-panjabi-i145552678-s1070916797.html?search=1,Stylish semi long panjabi,275,0
https://www.daraz.com.bd/products/trendy-leather-belt-sandal-for-men-i138638598-s1061554420.html?search=1,Trendy Leather Belt Sandal For Men,420,0
https://www.daraz.com.bd/products/solid-color-panjabi-by-swapons-world-sw555p-i132558786-s1053660692.html?search=1,Solid Color Panjabi By Swapon's World- SW555P,590,4.5
https://www.daraz.com.bd/products/chocolate-color-men-and-women-automatic-buckle-smooth-buckle-nylon-canvas-slim-belt-tactics-outdoor-trousers-students-military-training-belts-i144034327-s1068528878.html?search=1,Chocolate Color Men and women automatic buckle smooth buckle nylon canvas slim belt tactics outdoor trousers students military training belts,409,0
https://www.daraz.com.bd/products/leather-card-holder-and-two-zipper-pockets-wallet-for-menmoney-bag-i150818591-s1077652054.html?search=1,Leather Card Holder and Two Zipper Pockets Wallet for Men(Money Bag),750,0
https://www.daraz.com.bd/products/stylish-twill-gabardine-pant-for-men-i148138386-s1074020569.html?search=1,Stylish Twill Gabardine Pant For Men,190,2.6
https://www.daraz.com.bd/products/stylish-twill-gabardine-pant-for-men-i147222831-s1073840548.html?search=1,Stylish Twill Gabardine Pant For Men,190,4
https://www.daraz.com.bd/products/sweat-slim-belt-for-man-women-i151006277-s1077914981.html?search=1,Sweat Slim Belt - for Man / Women,145,0
https://www.daraz.com.bd/products/casual-shirt-for-men-i148660593-s1074740508.html?search=1,Casual shirt for men,389,5
https://www.daraz.com.bd/products/soft-silk-saree-and-cotton-high-quality-panjabi-combo-for-couple-i134524993-s1056362668.html?search=1,Soft Silk Saree and Cotton High Quality Panjabi Combo for Couple,649,5
https://www.daraz.com.bd/products/export-quality-polo-t-shirt-i152630748-s1080582264.html?search=1,Export Quality Polo T-Shirt,850,0
https://www.daraz.com.bd/products/stylish-polo-t-shirt-for-men-i132534755-s1053604861.html?search=1,Stylish Polo T-Shirt For Men,199,4.6
https://www.daraz.com.bd/products/men-shirt-solid-button-shirts-daily-beach-high-quality-new-summer-fashion-vintage-linen-long-sleeve-retro-shirts-tops-i151346075-s1078428628.html?search=1,Men Shirt Solid Button Shirts Daily Beach high quality New summer Fashion Vintage Linen Long Sleeve Retro Shirts Tops,513,0
https://www.daraz.com.bd/products/new-export-collection-cargo-pant-for-mens-i143812674-s1068264376.html?search=1,NEW EXPORT  Collection Cargo Pant for Men's,350,4
https://www.daraz.com.bd/products/new-fashionable-cotton-long-sleeve-formal-shirt-for-men-i148726946-s1074870167.html?search=1,New Fashionable Cotton Long Sleeve Formal Shirt For Men,240,1
https://www.daraz.com.bd/products/low-sneakers-with-low-cut-classical-converses-with-fashionable-lace-up-closurerubber-up-soul-i147990452-s1073828957.html?search=1,"Low sneakers with low cut classical converses with fashionable lace up closure,rubber up soul",444,0
https://www.daraz.com.bd/products/usa-polo-assn-red-t-shirt-i152616749-s1080534659.html?search=1,USA Polo Assn Red T-Shirt,219,0
https://www.daraz.com.bd/products/nagra-panjabis-shoe-loafer-half-shoes-for-men-i138660419-s1069022510.html?search=1,Nagra Panjabi's Shoe Loafer Half Shoes For Men,310,4.7
https://www.daraz.com.bd/products/smart-stylish-denim-jeans-pant-for-men-i140244970-s1063652633.html?search=1,Smart & Stylish Denim Jeans Pant For Men,265,4.3
https://www.daraz.com.bd/products/classic-fit-half-sleeve-casual-polo-t-shirt-for-man-i153582890-s1082200287.html?search=1,Classic fit half sleeve casual polo t-shirt for man,230,0
https://www.daraz.com.bd/products/fashion-for-man-new-style-jeans-pants-i135818493-s1057874429.html?search=1,,,3.8
https://www.daraz.com.bd/products/new-stylish-regular-slim-gabardine-pants-for-men-i152392814-s1080082741.html?search=1,New Stylish Regular Slim Gabardine Pants For Men....,450,0
https://www.daraz.com.bd/products/usa-polo-t-shirt-red-i153312129-s1081712295.html?search=1,USA polo T-shirt Red,299,0
https://www.daraz.com.bd/products/jordan-mens-stylish-slide-slipper-sandal-i141964856-s1065730706.html?search=1,Jordan Men's stylish slide slipper sandal,799,5
https://www.daraz.com.bd/products/exclusive-cotton-comfortable-joggers-for-men-i148738784-s1074880524.html?search=1,Exclusive Cotton Comfortable Joggers For Men,399,0
https://www.daraz.com.bd/products/olive-cotton-casual-semi-long-panjabi-for-men-i132568303-s1053660238.html?search=1,Olive Cotton Casual Semi Long Panjabi for Men,890,0
https://www.daraz.com.bd/products/new-stylish-twill-gebardine-pant-for-men-i147956314-s1073790049.html?search=1,New Stylish twill Gebardine Pant For Men,190,5
https://www.daraz.com.bd/products/stylish-semi-long-panjabi-i132554041-s1053620373.html?search=1,Stylish semi long Panjabi,289,0
https://www.daraz.com.bd/products/half-sleeve-mens-polo-t-shirt-code-1008-i152652507-s1080604874.html?search=1,Half Sleeve Men's Polo T-Shirt Code 1008,209,0
https://www.daraz.com.bd/products/fashionable-twill-gabardine-pant-for-men-i153448357-s1081954262.html?search=1,Fashionable Twill Gabardine Pant For Men,350,0
https://www.daraz.com.bd/products/stlyils-new-export-quality-print-long-sleeve-shirt-for-man-i149112841-s1075374954.html?search=1,STLYILS NEW EXPORT QUALITY PRINT LONG SLEEVE SHIRT FOR MAN,1000,5
https://www.daraz.com.bd/products/cotton-polo-t-shirt-for-men-i146490958-s1072040375.html?search=1,Cotton Polo t-Shirt For Men,150,2.3
https://www.daraz.com.bd/products/deep-chocolate-leather-belt-for-men-i141734487-s1065482654.html?search=1,Deep Chocolate leather belt for men,161,5
https://www.daraz.com.bd/products/black-cotton-round-neck-t-shirt-for-men-i150740827-s1077486110.html?search=1,Black cotton Round Neck T shirt For Men,180,5
https://www.daraz.com.bd/products/jeep-pu-leather-messenger-bag-i150704733-s1077412465.html?search=1,Jeep PU Leather Messenger Bag,950,0
https://www.daraz.com.bd/products/free-fair-t-shart-for-man-i151596276-s1078780952.html?search=1,Free fair t shart for man,200,0
https://www.daraz.com.bd/products/black-ny-cap-for-men-i141986910-s1065776136.html?search=1,Black NY Cap For Men,100,0
https://www.daraz.com.bd/products/origin-leather-super-quality-walletmoney-bag-for-men-black-i150714188-s1077424061.html?search=1,Origin Leather Super Quality Wallet(money bag) for men-Black,1050,0
https://www.daraz.com.bd/products/combo-pack-of-3-classic-fit-performance-polo-t-shirt-for-man-i131632611-s1055172965.html?search=1,Combo Pack of 3 Classic Fit Performance Polo T-Shirt For Man,679,4.2
https://www.daraz.com.bd/products/high-quality-high-cut-converse-sneakers-for-men-with-plain-lace-up-design-with-colourful-pattern-i148264109-s1074196400.html?search=1,High quality high cut converse sneakers for men with plain lace up design with colourful pattern,444,5
https://www.daraz.com.bd/products/black-dg-leather-belt-for-men-i150776228-s1077568316.html?search=1,Black D&G leather belt for men,94,5
https://www.daraz.com.bd/products/stylish-twill-gabardine-pant-for-men-i145140374-s1070298364.html?search=1,Stylish Twill Gabardine Pant For Men,180,4.6
https://www.daraz.com.bd/products/stylish-polo-t-shirt-for-men-i146232275-s1071696619.html?search=1,Stylish Polo T-Shirt For Men,150,1
https://www.daraz.com.bd/products/half-sleeve-mens-polo-t-shirt-code-1009b2-i132084096-s1052790407.html?search=1,Half Sleeve Men's Polo T-Shirt Code 1009B2,199,5
https://www.daraz.com.bd/products/summer-cotton-t-shirt-for-men-i150932278-s1077812485.html?search=1,Summer Cotton T Shirt for Men,285,0
https://www.daraz.com.bd/products/wallet-for-men-artificial-leather-chocolate-i150190127-s1076634225.html?search=1,Wallet for Men (Artificial Leather-Chocolate),150,0
https://www.daraz.com.bd/products/circuit-heart-navy-blue-cotton-short-sleeve-t-shirt-i150778928-s1077600200.html?search=1,Circuit Heart Navy Blue Cotton Short Sleeve T-Shirt,249,0
https://www.daraz.com.bd/products/2020-fashionable-menz-purple-cotton-panjabi-i133102187-s1054594224.html?search=1,2020 Fashionable menz Purple cotton Panjabi,399,5
